Job Title | Education | age | sex | Online Edu | Edu Match
School mid-day assistants | Other qualification | 51 | Female | Other qualification | 1
Pharmacists & pharmacologists | Degree or equivalent | 48 | Male | Other qualification | 0
Accnts wages clerk, bookkeeper | GCSE grades A*-C or equivalent | 51 | Female | Other qualification | 0
Civil Service executive officers | Other qualification | 67 | Female | Other qualification | 1
Sales and retail assistants | GCE A level or equivalent | 58 | Female | Other qualification | 0
Care assistants and home carers | Degree or equivalent | 28 | Male | Other qualification | 0
Sales and retail assistants | Other qualification | 22 | Male | Other qualification | 1
Beauticians and related occupations | GCE A level or equivalent | 58 | Female | Other qualification | 0
Prec instrument makers & repairers | GCE A level or equivalent | 27 | Male | Other qualification | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 33 | Female | GCSE grades A*-C or equivalent | 0
Cleaners, domestics | GCSE grades A*-C or equivalent | 65 | Female | Other qualification | 0
Transport and distribution managers | Degree or equivalent | 63 | Male | Degree or equivalent | 1
Retail and wholesale managers | Other qualification | 46 | Male | Degree or equivalent | 0
Mngmnt cons, actuar, econs & statn | GCSE grades A*-C or equivalent | 58 | Male | Other qualification | 0
Legal secretaries | GCE A level or equivalent | 57 | Female | Other qualification | 0
Mngers and prop. In other srvcs NEC | Degree or equivalent | 37 | Female | Other qualification | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 53 | Female | GCSE grades A*-C or equivalent | 0
Chartered and certified accountants | Degree or equivalent | 50 | Male | Degree or equivalent | 1
Graphic designers | Degree or equivalent | 43 | Male | Degree or equivalent | 1
Prod. works & maintenance managers | Other qualification | 58 | Male | Other qualification | 1
IT operations technicians | Degree or equivalent | 54 | Female | Degree or equivalent | 1
Electricians, electrical fitters | GCE A level or equivalent | 18 | Male | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 34 | Female | Degree or equivalent | 1
Software professionals | GCE A level or equivalent | 36 | Male | Degree or equivalent | 0
Higher educ teaching prfsnals | Degree or equivalent | 48 | Female | Other qualification | 0
Care assistants and home carers | GCSE grades A*-C or equivalent | 22 | Female | Other qualification | 0
Software professionals | Higher education | 53 | Male | Degree or equivalent | 0
General office assistants or clerks | Degree or equivalent | 53 | Female | GCSE grades A*-C or equivalent | 0
Graphic designers | Degree or equivalent | 25 | Male | Degree or equivalent | 1
Secondary eductn teaching prfsnals | Degree or equivalent | 26 | Female | GCSE grades A*-C or equivalent | 0
Accnts wages clerk, bookkeeper | Higher education | 71 | Female | Other qualification | 0
Medical secretaries | Higher education | 61 | Female | GCSE grades A*-C or equivalent | 0
Chefs, cooks | GCSE grades A*-C or equivalent | 30 | Male | Other qualification | 0
Occupl hygnists & health sfty offs | Degree or equivalent | 51 | Male | Other qualification | 0
Sales and retail assistants | Other qualification | 57 | Female | Other qualification | 1
Chefs, cooks | GCSE grades A*-C or equivalent | 23 | Male | Other qualification | 0
Mngers and prop. In other srvcs NEC | Degree or equivalent | 36 | Male | Other qualification | 0
Cleaners, domestics | Other qualification | 30 | Female | Other qualification | 1
Journalists, newsppr & period eds | Degree or equivalent | 38 | Male | Other qualification | 0
Civil Serv admin offcrs and assists | Degree or equivalent | 52 | Female | Other qualification | 0
Sales representatives | Degree or equivalent | 49 | Male | Other qualification | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 42 | Female | GCSE grades A*-C or equivalent | 0
Waiters, waitresses | GCE A level or equivalent | 23 | Female | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 22 | Female | Other qualification | 0
Chemists | GCE A level or equivalent | 23 | Female | Degree or equivalent | 0
General office assistants or clerks | Degree or equivalent | 54 | Female | GCSE grades A*-C or equivalent | 0
Retail and wholesale managers | Degree or equivalent | 57 | Male | Degree or equivalent | 1
Product, clothing & related dsgners | Degree or equivalent | 26 | Female | Other qualification | 0
Company secretaries | GCE A level or equivalent | 49 | Female | Degree or equivalent | 0
Managers in construction | Degree or equivalent | 48 | Male | Other qualification | 0
Quantity surveyors | GCE A level or equivalent | 18 | Female | Degree or equivalent | 0
Mngers and prop. In other srvcs NEC | Degree or equivalent | 59 | Male | Other qualification | 0
IT strategy and planning prfsnals | Degree or equivalent | 33 | Female | Other qualification | 0
Sales representatives | Degree or equivalent | 50 | Female | Other qualification | 0
Waiters, waitresses | GCSE grades A*-C or equivalent | 17 | Female | Other qualification | 0
Animal care occupations n.e.c. | GCSE grades A*-C or equivalent | 29 | Female | Other qualification | 0
Financial managers & chartered secs | Higher education | 45 | Female | Degree or equivalent | 0
Customer care occupations | GCE A level or equivalent | 40 | Male | Other qualification | 0
Personnel & ind relations offs | GCE A level or equivalent | 30 | Male | Other qualification | 0
Mngmnt cons, actuar, econs & statn | Degree or equivalent | 48 | Male | Other qualification | 0
Tyre, exhaust and windscrn fitters | GCSE grades A*-C or equivalent | 48 | Male | Other qualification | 0
Kitchen and catering assistants | GCSE grades A*-C or equivalent | 46 | Female | GCSE grades A*-C or equivalent | 1
Public service administrative profs | Degree or equivalent | 70 | Female | Other qualification | 0
Pharmacists & pharmacologists | Degree or equivalent | 37 | Male | Other qualification | 0
Customer care occupations | GCSE grades A*-C or equivalent | 21 | Male | Other qualification | 0
Van drivers | GCE A level or equivalent | 48 | Male | Other qualification | 0
Teaching professionals n.e.c. | GCE A level or equivalent | 49 | Female | Other qualification | 0
Nursery nurses | GCE A level or equivalent | 23 | Female | Other qualification | 0
Design and development engineers | Degree or equivalent | 64 | Male | Degree or equivalent | 1
Paramedics | Degree or equivalent | 24 | Female | Other qualification | 0
IT strategy and planning prfsnals | Degree or equivalent | 59 | Male | Other qualification | 0
Secondary eductn teaching prfsnals | Degree or equivalent | 58 | Female | GCSE grades A*-C or equivalent | 0
Business & related assoc profs nec. | Degree or equivalent | 32 | Female | Other qualification | 0
Marketing associate professionals | Degree or equivalent | 34 | Male | Degree or equivalent | 1
Nurses | Degree or equivalent | 35 | Female | Degree or equivalent | 1
Fire serv off (leading off & below) | GCSE grades A*-C or equivalent | 38 | Male | Other qualification | 0
Accnts wages clerk, bookkeeper | Degree or equivalent | 34 | Female | Other qualification | 0
Retail and wholesale managers | GCE A level or equivalent | 36 | Male | Degree or equivalent | 0
Sports and leisure assistants | Other qualification | 16 | Male | GCSE grades A*-C or equivalent | 0
Sales and retail assistants | GCE A level or equivalent | 25 | Female | Other qualification | 0
Product, clothing & related dsgners | GCE A level or equivalent | 24 | Male | Other qualification | 0
Post wrkr, mail sort, msngr, courir | Other qualification | 57 | Male | Other qualification | 1
Nursery nurses | GCE A level or equivalent | 23 | Female | Other qualification | 0
Rounds(wo)men  and van salespersons | GCSE grades A*-C or equivalent | 23 | Male | Other qualification | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 38 | Male | Other qualification | 0
Nurses | Higher education | 45 | Female | Degree or equivalent | 0
Construction operatives n.e.c. | GCSE grades A*-C or equivalent | 58 | Male | Other qualification | 0
Customer care occupations | GCE A level or equivalent | 54 | Female | Other qualification | 0
educ officers,school inspectrs | Degree or equivalent | 51 | Female | Other qualification | 0
Customer care managers | Degree or equivalent | 47 | Male | Degree or equivalent | 1
General office assistants or clerks | GCE A level or equivalent | 35 | Female | GCSE grades A*-C or equivalent | 0
Dental nurses | Other qualification | 62 | Female | GCSE grades A*-C or equivalent | 0
IT operations technicians | GCE A level or equivalent | 56 | Female | Degree or equivalent | 0
Physiotherapists | Degree or equivalent | 54 | Female | Other qualification | 0
Mngers and prop. In other srvcs NEC | Degree or equivalent | 46 | Male | Other qualification | 0
Info & communication technol mngers | Degree or equivalent | 43 | Male | Other qualification | 0
Sports coaches, instruc & officials | Degree or equivalent | 41 | Female | Other qualification | 0
Retail cashiers/check-out operators | Other qualification | 42 | Male | Other qualification | 1
Protective servcs assoc prfsnls NEC | GCE A level or equivalent | 57 | Female | Other qualification | 0
Assemblers (electrical products) | GCE A level or equivalent | 58 | Male | Other qualification | 0
Civil Service executive officers | Degree or equivalent | 33 | Female | Other qualification | 0
Marketing and sales managers | Degree or equivalent | 35 | Male | Degree or equivalent | 1
Further educ teaching prfsnals | Degree or equivalent | 39 | Male | Other qualification | 0
Gardeners and grounds(wo)men | GCE A level or equivalent | 25 | Male | Other qualification | 0
Teaching professionals n.e.c. | Degree or equivalent | 43 | Female | Other qualification | 0
Civil Serv admin offcrs and assists | Degree or equivalent | 52 | Female | Other qualification | 0
Civil Service executive officers | Degree or equivalent | 48 | Male | Other qualification | 0
Financial managers & chartered secs | Degree or equivalent | 46 | Female | Degree or equivalent | 1
Kitchen and catering assistants | Higher education | 45 | Female | GCSE grades A*-C or equivalent | 0
Marketing and sales managers | GCE A level or equivalent | 48 | Male | Degree or equivalent | 0
Prim & nurs eductn teaching profs | Degree or equivalent | 34 | Female | Other qualification | 0
Fin. & invest. analyst & advisers | Degree or equivalent | 39 | Male | Other qualification | 0
Dental nurses | GCSE grades A*-C or equivalent | 30 | Female | GCSE grades A*-C or equivalent | 1
Amb staff (excluding paramedics) | GCSE grades A*-C or equivalent | 66 | Male | Other qualification | 0
Pers training & ind rel mngers | Degree or equivalent | 42 | Female | Other qualification | 0
Financial managers & chartered secs | Degree or equivalent | 41 | Male | Degree or equivalent | 1
Sales and retail assistants | Other qualification | 64 | Female | Other qualification | 1
Info & communication technol mngers | Higher education | 47 | Male | Other qualification | 0
Receptionists | GCE A level or equivalent | 61 | Female | Other qualification | 0
